id,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_id,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_id,redemption_handgun,redemption_long_gun,redemption_other,returned_id,returned_handgun,returned_long_gun,returned_other,rentals_id,rentals_handgun,rentals_long_gun,private_sale_id,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_id,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
1390,2021-06,Illinois,14242,715898,24191,9377,0,1176,0,1390,0,0,0,1390,0,0,0,1390,0,0,0,1390,0,0,1390,0,0,0,1390,0,0,0,764884
1391,2021-06,Indiana,899,84448,21193,10780,1592,859,14,1391,9,2,3,1391,506,226,20,1391,36,2,0,1391,0,0,1391,41,27,11,1391,0,2,0,120670
1392,2021-06,Iowa,6022,7865,174,1964,37,1,1,1392,0,1,0,1392,2,25,0,1392,24,11,22,1392,0,0,1392,3,0,0,1392,0,0,0,16152
1393,2021-06,Kansas,2448,6,6351,4578,588,326,0,1393,5,4,2,1393,450,178,13,1393,50,10,1,1393,0,0,1393,5,4,2,1393,0,0,0,15021
1394,2021-06,Kentucky,1026,301660,11034,6804,510,491,0,1394,14,6,1,1394,1118,547,2,1394,8,5,0,1394,0,0,1394,27,23,0,1394,1,3,0,323280
1395,2021-06,Louisiana,4275,559,16491,6995,1096,705,0,1395,7,6,8,1395,753,350,16,1395,0,0,0,1395,0,0,1395,34,18,1,1395,1,2,0,31317
1396,2021-06,Maine,551,1,3645,3143,331,184,3,1396,2,0,0,1396,51,41,0,1396,31,4,3,1396,0,0,1396,13,6,3,1396,0,0,0,8012
1397,2021-06,Mariana Islands,0,0,14,15,0,1,0,1397,0,0,0,1397,0,0,0,1397,0,0,0,1397,0,0,1397,0,0,0,1397,0,0,0,30
1398,2021-06,Maryland,5333,30,7909,5525,127,4,0,1398,0,1,0,1398,39,50,1,1398,100,13,2,1398,0,0,1398,0,16,3,1398,0,1,1,19155
1399,2021-06,Massachusetts,8095,1,6062,2966,1010,271,2,1399,0,0,0,1399,11,6,2,1399,2,0,0,1399,0,0,1399,21,32,7,1399,0,2,0,18490
1400,2021-06,Michigan,19090,6104,24641,14734,2039,749,1,1400,2,4,1,1400,15,139,3,1400,85,17,0,1400,0,0,1400,28,7,3,1400,0,1,0,67663
1401,2021-06,Minnesota,15906,25962,12119,9001,1021,507,0,1401,3,2,2,1401,138,131,5,1401,92,21,3,1401,0,0,1401,26,37,1,1401,0,0,0,64977
1402,2021-06,Mississippi,2367,0,10684,5523,565,382,0,1402,5,1,0,1402,1115,482,1,1402,16,1,0,1402,0,0,1402,14,6,1,1402,1,1,0,21165
1403,2021-06,Missouri,4514,0,20234,12466,1890,979,0,1403,8,6,1,1403,1005,421,9,1403,338,28,2,1403,0,0,1403,49,41,13,1403,4,3,0,42011
1404,2021-06,Montana,1072,8,3972,3918,268,248,4,1404,5,2,1,1404,323,322,0,1404,30,8,0,1404,0,0,1404,1,12,1,1404,0,0,0,10195
1405,2021-06,Nebraska,3728,54,146,1381,26,2,0,1405,0,0,0,1405,1,24,0,1405,19,3,0,1405,0,0,1405,0,1,0,1405,0,0,0,5385
1406,2021-06,Nevada,3813,0,6128,2676,451,310,0,1406,0,0,0,1406,182,57,0,1406,0,0,0,1406,0,0,1406,309,106,17,1406,0,0,0,14049
1407,2021-06,New Hampshire,952,4,5409,2986,132,0,21,1407,0,0,0,1407,1,6,0,1407,106,10,5,1407,0,0,1407,0,1,0,1407,0,0,0,9633
1408,2021-06,New Jersey,0,0,11220,5370,752,0,0,1408,0,0,0,1408,0,0,0,1408,0,0,0,1408,0,0,1408,118,85,6,1408,2,4,2,17559
1409,2021-06,New Mexico,948,0,6867,4181,657,413,0,1409,5,4,0,1409,222,188,4,1409,45,0,0,1409,0,0,1409,95,42,6,1409,1,1,0,13679
1410,2021-06,New York,3754,2702,10062,13400,2261,291,0,1410,1,3,0,1410,39,27,7,1410,70,85,1,1410,4,3,1410,339,336,40,1410,11,12,0,33448
1411,2021-06,North Carolina,40234,108,1673,12788,1269,148,0,1411,13,12,0,1411,1289,814,6,1411,672,117,7,1411,5,0,1411,2,23,5,1411,0,2,0,59187
1412,2021-06,North Dakota,1004,6,1721,2227,149,89,0,1412,3,4,0,1412,47,71,0,1412,14,3,1,1412,0,0,1412,7,4,0,1412,0,0,0,5350
1413,2021-06,Ohio,20686,75,23534,12963,1335,940,0,1413,6,3,4,1413,861,250,7,1413,153,40,21,1413,0,0,1413,17,10,1,1413,1,0,0,60907
1414,2021-06,Oklahoma,2922,2,12794,7442,1285,755,0,1414,10,8,0,1414,1457,776,4,1414,20,0,0,1414,0,0,1414,62,43,13,1414,2,1,1,27597
1415,2021-06,Oregon,7024,953,15593,9235,0,8,2,1415,0,0,0,1415,1,0,0,1415,154,41,0,1415,0,0,1415,0,0,0,1415,0,0,0,33011
1416,2021-06,Pennsylvania,33431,0,46571,19100,29,0,477,1416,0,0,0,1416,0,0,0,1416,711,103,0,1416,0,0,1416,0,0,0,1416,0,0,0,100422
1417,2021-06,Puerto Rico,0,0,5527,359,81,58,0,1417,0,0,0,1417,44,12,0,1417,0,0,0,1417,0,0,1417,806,74,1,1417,6,1,0,6969
1418,2021-06,Rhode Island,0,0,1160,729,66,375,0,1418,0,0,0,1418,1,0,0,1418,32,18,31,1418,0,0,1418,7,7,1,1418,0,0,0,2427
1419,2021-06,South Carolina,13470,502,13662,6023,851,471,0,1419,12,4,0,1419,647,220,4,1419,149,9,0,1419,0,0,1419,14,6,6,1419,0,0,0,36050
1420,2021-06,South Dakota,754,13,2222,2454,179,120,0,1420,1,0,0,1420,112,86,0,1420,1,0,0,1420,0,0,1420,11,19,1,1420,0,0,0,5973
1421,2021-06,Tennessee,60775,2719,30015,14389,1712,0,0,1421,0,0,0,1421,1,0,0,1421,119,13,0,1421,0,0,1421,0,0,0,1421,0,0,0,109743
1422,2021-06,Texas,30745,0,71295,30634,4550,2857,2,1422,41,22,8,1422,4802,1877,56,1422,108,11,0,1422,0,0,1422,65,36,9,1422,0,1,1,147120
1423,2021-06,Utah,14801,72551,4761,3695,444,0,0,1423,5,4,1,1423,171,131,2,1423,177,58,28,1423,0,0,1423,0,0,0,1423,0,0,0,96829
1424,2021-06,Vermont,0,0,1669,1377,138,76,5,1424,1,4,0,1424,4,13,3,1424,0,0,0,1424,0,0,1424,3,8,0,1424,0,0,0,3301
1425,2021-06,Virgin Islands,252,0,52,8,0,0,0,1425,0,0,0,1425,0,0,0,1425,0,0,0,1425,0,0,1425,2,1,0,1425,0,0,0,315
1426,2021-06,Virginia,1060,1027,26685,14348,3645,0,0,1426,0,0,0,1426,0,0,0,1426,378,73,0,1426,0,0,1426,0,0,0,1426,0,0,0,47216
1427,2021-06,Washington,14830,444,20813,11547,3137,51,54,1427,1,16,6,1427,189,369,30,1427,578,105,12,1427,0,0,1427,386,342,186,1427,2,4,2,53104
1428,2021-06,West Virginia,2213,140,4876,4355,290,266,0,1428,2,2,0,1428,571,351,0,1428,5,2,0,1428,0,0,1428,10,13,0,1428,0,0,0,13096
1429,2021-06,Wisconsin,29341,731,17881,10460,992,35,0,1429,0,0,8,1429,98,123,11,1429,132,45,1,1429,0,0,1429,0,2,0,1429,0,0,0,59860
1430,2021-06,Wyoming,1203,17,2071,2057,156,114,17,1430,8,4,0,1430,123,151,2,1430,28,4,0,1430,0,0,1430,6,1,1,1430,0,0,0,5963
1431,2021-05,Alabama,28248,317,21664,12423,1334,865,0,1431,19,9,1,1431,1441,531,14,1431,17,0,0,1431,0,0,1431,29,15,9,1431,1,0,0,66937
1432,2021-05,Alaska,307,7,3368,2701,323,208,0,1432,1,0,0,1432,98,57,1,1432,33,15,0,1432,0,0,1432,12,14,0,1432,0,0,0,7145
1433,2021-05,Arizona,21767,695,20984,9259,1676,1010,0,1433,7,3,0,1433,765,229,2,1433,143,13,5,1433,0,0,1433,11,10,1,1433,0,1,0,56581
1434,2021-05,Arkansas,7697,1171,8501,5072,422,340,3,1434,7,6,1,1434,562,405,1,1434,0,0,0,1434,0,0,1434,8,8,2,1434,0,0,0,24206
1435,2021-05,California,20742,11514,40160,25824,5576,0,0,1435,11,0,0,1435,426,245,16,1435,2089,1112,129,1435,0,0,1435,8165,3024,657,1435,36,12,1,119739
1436,2021-05,Colorado,11105,3,21819,12848,1987,1980,0,1436,0,0,0,1436,0,0,0,1436,297,40,0,1436,0,0,1436,0,0,0,1436,0,0,0,50079
1437,2021-05,Connecticut,19608,469,7935,2012,1288,0,1,1437,0,0,0,1437,0,0,0,1437,0,0,0,1437,0,0,1437,0,0,0,1437,0,0,0,31313
1438,2021-05,Delaware,438,0,3096,1325,172,107,0,1438,0,0,0,1438,7,7,0,1438,57,0,0,1438,0,0,1438,71,19,5,1438,2,2,0,5308
1439,2021-05,District of Columbia,393,0,354,11,0,0,0,1439,0,0,0,1439,0,0,0,1439,2,0,8,1439,0,0,1439,0,0,0,1439,0,0,0,768
1440,2021-05,Florida,32677,0,65295,22922,4934,2768,0,1440,13,4,1,1440,2302,532,3,1440,999,93,8,1440,0,0,1440,341,206,70,1440,39,29,1,133237
1441,2021-05,Georgia,25474,0,23243,8801,873,820,0,1441,12,5,2,1441,1246,449,6,1441,38,0,0,1441,0,0,1441,22,8,3,1441,0,1,0,61003
1442,2021-05,Guam,0,0,232,105,25,17,0,1442,0,0,0,1442,0,0,0,1442,0,0,0,1442,0,0,1442,0,0,0,1442,0,0,0,379
1443,2021-05,Hawaii,1163,0,0,0,0,0,0,1443,0,0,0,1443,0,0,0,1443,5,1,0,1443,0,0,1443,0,0,0,1443,0,0,0,1169
1444,2021-05,Idaho,5614,2,6539,5208,544,329,0,1444,1,1,0,1444,181,180,0,1444,47,6,1,1444,0,0,1444,15,6,0,1444,0,0,0,18674
1445,2021-05,Illinois,16682,945297,25210,9855,0,1282,0,1445,0,0,0,1445,0,0,0,1445,0,0,0,1445,0,0,1445,0,0,0,1445,0,0,0,998326
1446,2021-05,Indiana,1099,126356,22724,11629,1660,925,247,1446,4,5,0,1446,378,208,26,1446,44,4,0,1446,0,0,1446,87,44,7,1446,5,2,0,165454
1447,2021-05,Iowa,6436,7230,199,2290,35,2,0,1447,0,0,0,1447,1,20,0,1447,44,16,2,1447,0,0,1447,1,2,2,1447,0,0,0,16280
1448,2021-05,Kansas,1858,7,7043,4971,736,347,0,1448,6,1,0,1448,344,134,14,1448,65,5,0,1448,0,0,1448,1,1,1,1448,0,0,0,15534
1449,2021-05,Kentucky,1423,135748,11863,7497,520,531,9,1449,15,6,1,1449,878,435,5,1449,7,2,0,1449,0,0,1449,22,15,5,1449,0,1,0,158983
1450,2021-05,Louisiana,3164,313,16067,7157,1065,696,0,1450,4,2,2,1450,591,293,5,1450,0,0,0,1450,0,0,1450,23,21,2,1450,0,1,0,29406
1451,2021-05,Maine,571,5,3756,3362,309,203,7,1451,0,0,0,1451,35,24,0,1451,21,10,1,1451,0,0,1451,9,10,1,1451,1,1,0,8326
1452,2021-05,Mariana Islands,0,0,11,8,2,1,0,1452,0,0,0,1452,0,0,0,1452,0,0,0,1452,0,0,1452,0,0,0,1452,0,0,0,22
1453,2021-05,Maryland,6240,25,8497,5810,146,7,0,1453,0,0,0,1453,34,38,1,1453,69,15,8,1453,0,0,1453,0,11,0,1453,0,2,1,20904
1454,2021-05,Massachusetts,9501,1,5803,2840,1161,239,18,1454,0,1,0,1454,5,9,0,1454,1,0,0,1454,0,0,1454,14,31,14,1454,0,1,0,19639
1455,2021-05,Michigan,20648,6462,26243,15258,2004,814,0,1455,2,2,2,1455,23,129,6,1455,46,11,0,1455,0,0,1455,34,16,2,1455,1,0,1,71704
1456,2021-05,Minnesota,18548,28360,13713,9921,1244,579,0,1456,4,2,0,1456,96,90,1,1456,57,18,2,1456,0,0,1456,32,9,1,1456,0,0,0,72677
1457,2021-05,Mississippi,2465,0,11779,5751,516,412,0,1457,12,4,2,1457,943,377,4,1457,12,6,0,1457,0,0,1457,8,5,2,1457,4,0,0,22302
1458,2021-05,Missouri,5136,0,22598,14505,1992,1097,0,1458,13,5,2,1458,764,308,9,1458,287,21,6,1458,0,0,1458,58,35,3,1458,0,3,0,46842
1459,2021-05,Montana,1323,1,4614,4411,336,250,7,1459,1,3,0,1459,250,283,2,1459,28,11,5,1459,0,0,1459,5,6,0,1459,0,1,0,11537
1460,2021-05,Nebraska,4317,65,172,1472,29,3,0,1460,0,0,0,1460,3,17,0,1460,17,1,0,1460,0,0,1460,0,0,0,1460,0,0,0,6096
1461,2021-05,Nevada,4070,0,7215,2999,480,408,1,1461,1,0,0,1461,152,34,2,1461,0,0,0,1461,0,0,1461,338,126,14,1461,0,0,0,15840
1462,2021-05,New Hampshire,1245,4,6182,3210,142,0,32,1462,1,15,0,1462,0,3,0,1462,112,7,2,1462,0,0,1462,0,3,0,1462,1,0,0,10959
1463,2021-05,New Jersey,0,0,13096,5789,828,0,0,1463,0,0,0,1463,0,0,0,1463,2,0,0,1463,0,0,1463,105,71,5,1463,9,4,2,19911
1464,2021-05,New Mexico,952,0,7437,4429,662,316,0,1464,6,0,0,1464,192,187,1,1464,33,0,0,1464,0,0,1464,87,38,6,1464,0,2,1,14349
1465,2021-05,New York,3945,2470,10643,14212,2401,298,0,1465,0,2,4,1465,43,36,11,1465,38,98,1,1465,2,6,1465,310,310,46,1465,6,10,0,34892
1466,2021-05,North Carolina,39022,39,1739,13357,1283,182,0,1466,9,12,3,1466,960,658,12,1466,645,94,5,1466,4,0,1466,6,10,3,1466,0,2,0,58045
1467,2021-05,North Dakota,527,1,2155,2484,150,116,0,1467,0,2,1,1467,60,76,0,1467,6,1,0,1467,0,0,1467,0,2,0,1467,0,0,0,5581
1468,2021-05,Ohio,20247,105,26043,13075,1345,984,0,1468,9,5,3,1468,722,273,6,1468,126,47,6,1468,0,0,1468,29,21,4,1468,0,0,1,63051
1469,2021-05,Oklahoma,3407,3,13674,8126,1336,786,0,1469,17,8,0,1469,1170,546,3,1469,198,1,0,1469,0,0,1469,45,46,13,1469,0,0,0,29379
1470,2021-05,Oregon,7808,994,16748,9555,0,5,1,1470,0,0,0,1470,0,0,0,1470,146,35,4,1470,0,0,1470,0,0,0,1470,0,0,0,35296
1471,2021-05,Pennsylvania,33626,0,48158,19442,32,0,400,1471,0,0,0,1471,0,0,0,1471,614,99,2,1471,0,0,1471,0,0,0,1471,0,0,0,102373
1472,2021-05,Puerto Rico,0,0,5621,390,84,57,0,1472,0,1,1,1472,39,6,2,1472,0,0,0,1472,0,0,1472,900,56,2,1472,3,0,2,7164
1473,2021-05,Rhode Island,0,0,1235,709,80,504,0,1473,0,0,0,1473,4,2,0,1473,69,13,25,1473,0,0,1473,4,2,0,1473,0,1,0,2648
1474,2021-05,South Carolina,14550,361,14208,5776,775,475,2,1474,3,1,0,1474,491,175,3,1474,167,7,2,1474,0,0,1474,13,9,0,1474,0,0,0,37018
1475,2021-05,South Dakota,1024,8,2718,2865,281,162,0,1475,3,1,1,1475,97,81,1,1475,0,0,0,1475,0,0,1475,11,22,0,1475,0,0,0,7275
1476,2021-05,Tennessee,11159,4912,31082,14602,1634,0,0,1476,0,0,0,1476,0,1,0,1476,121,5,1,1476,0,0,1476,0,0,0,1476,0,0,0,63517
1477,2021-05,Texas,39607,0,72175,32613,4744,2950,0,1477,52,30,5,1477,4356,1727,40,1477,71,5,2,1477,0,0,1477,80,58,6,1477,3,1,1,158526
1478,2021-05,Utah,16939,85321,5747,4115,472,0,0,1478,7,6,0,1478,152,122,0,1478,138,44,26,1478,0,0,1478,0,0,0,1478,0,0,0,113089
1479,2021-05,Vermont,0,0,1805,1473,125,115,2,1479,4,1,0,1479,7,5,3,1479,0,0,0,1479,0,0,1479,7,4,0,1479,0,0,0,3551
1480,2021-05,Virgin Islands,70,0,44,3,0,0,0,1480,0,0,0,1480,0,0,0,1480,0,0,0,1480,0,0,1480,1,0,0,1480,0,0,0,118
1481,2021-05,Virginia,1620,956,26658,13588,3489,0,0,1481,0,0,0,1481,0,0,0,1481,366,90,0,1481,0,0,1481,0,0,0,1481,0,0,0,46767
1482,2021-05,Washington,17148,417,21429,11338,3371,44,12,1482,1,43,8,1482,207,333,23,1482,529,102,3,1482,0,0,1482,457,362,192,1482,0,1,18,56038
1483,2021-05,West Virginia,2434,159,5425,4682,271,292,0,1483,5,0,0,1483,418,302,2,1483,9,2,0,1483,0,0,1483,9,11,0,1483,0,1,0,14022
1484,2021-05,Wisconsin,26556,725,20008,11321,1141,36,0,1484,0,2,8,1484,105,106,20,1484,156,36,2,1484,0,0,1484,0,7,0,1484,0,0,0,60229
1485,2021-05,Wyoming,1022,25,2587,2200,207,129,2,1485,0,3,0,1485,81,92,4,1485,19,1,0,1485,0,0,1485,2,6,0,1485,1,0,0,6381
1486,2021-04,Alabama,35936,432,28723,16905,1962,1101,0,1486,33,15,1,1486,2103,885,6,1486,50,0,0,1486,0,0,1486,34,35,10,1486,0,0,1,88232
1487,2021-04,Alaska,143,35,4156,3687,533,262,0,1487,1,0,0,1487,117,86,1,1487,19,26,0,1487,0,0,1487,7,3,2,1487,0,0,0,9078
1488,2021-04,Arizona,9798,676,27833,12248,2326,1340,0,1488,7,2,1,1488,971,398,4,1488,162,20,4,1488,0,0,1488,21,16,3,1488,0,0,0,55830
1489,2021-04,Arkansas,5039,895,10942,7366,600,503,3,1489,22,15,2,1489,798,741,1,1489,0,0,0,1489,0,0,1489,16,7,1,1489,1,0,0,26952
1490,2021-04,California,17570,10773,44095,30019,7117,0,0,1490,8,1,0,1490,545,360,8,1490,1472,806,98,1490,0,0,1490,8962,3627,723,1490,64,37,0,126285
1491,2021-04,Colorado,12220,7,27130,16132,2436,2650,1,1491,0,0,0,1491,0,0,0,1491,300,41,1,1491,0,0,1491,0,0,0,1491,0,0,0,60918
1492,2021-04,Connecticut,20318,537,8229,2214,1915,0,0,1492,0,0,0,1492,0,0,0,1492,0,0,0,1492,0,0,1492,0,0,0,1492,0,0,0,33213
1493,2021-04,Delaware,511,0,4546,1797,248,203,0,1493,0,0,0,1493,9,7,0,1493,69,0,0,1493,0,0,1493,77,36,10,1493,0,1,0,7514
1494,2021-04,District of Columbia,651,0,367,5,0,0,0,1494,0,0,0,1494,0,0,0,1494,0,0,27,1494,0,0,1494,0,0,0,1494,0,0,0,1050
1495,2021-04,Florida,37324,0,79583,30218,6345,3604,36,1495,16,8,0,1495,2862,826,11,1495,1048,109,13,1495,0,0,1495,458,285,111,1495,34,18,3,162912
1496,2021-04,Georgia,33271,0,29441,11605,1256,987,0,1496,21,11,2,1496,1516,794,15,1496,33,0,0,1496,0,0,1496,29,10,2,1496,0,0,0,78993
1497,2021-04,Guam,0,0,227,88,34,14,0,1497,0,0,0,1497,0,0,0,1497,0,0,0,1497,0,0,1497,0,0,0,1497,0,0,0,363
1498,2021-04,Hawaii,1354,0,0,0,0,0,0,1498,0,0,0,1498,0,0,0,1498,0,3,0,1498,0,0,1498,0,0,0,1498,0,0,0,1357
1499,2021-04,Idaho,9272,4,8381,6644,892,454,0,1499,3,3,0,1499,253,267,3,1499,63,17,1,1499,0,0,1499,12,21,0,1499,0,1,0,26291
1500,2021-04,Illinois,21918,889304,30084,12523,0,1610,0,1500,0,0,0,1500,0,0,0,1500,0,0,0,1500,0,0,1500,0,0,0,1500,0,0,0,955439
1501,2021-04,Indiana,1188,134628,29792,16385,2400,1300,132,1501,9,2,2,1501,499,295,36,1501,44,6,0,1501,0,0,1501,67,54,11,1501,2,0,1,186853
1502,2021-04,Iowa,10970,9731,283,2900,66,3,1,1502,0,1,0,1502,1,34,0,1502,53,12,1,1502,0,0,1502,0,0,0,1502,0,0,0,24056
1503,2021-04,Kansas,2656,10,9185,6492,890,523,0,1503,11,1,1,1503,462,229,22,1503,55,15,1,1503,0,0,1503,15,16,3,1503,1,0,0,20588
1504,2021-04,Kentucky,1448,4871,16555,11347,742,866,9,1504,14,8,1,1504,1488,1016,3,1504,9,1,0,1504,0,0,1504,17,17,1,1504,0,1,0,38414
1505,2021-04,Louisiana,4138,444,19881,9348,1424,809,0,1505,7,5,0,1505,822,478,21,1505,0,0,0,1505,0,0,1505,22,14,1,1505,0,1,0,37415
1506,2021-04,Maine,690,6,5376,4476,558,289,1,1506,1,1,1,1506,44,57,3,1506,29,4,1,1506,0,0,1506,14,11,2,1506,0,0,0,11564
1507,2021-04,Mariana Islands,0,0,9,7,1,0,0,1507,0,0,0,1507,0,0,0,1507,0,0,0,1507,0,0,1507,0,0,0,1507,0,0,0,17
1508,2021-04,Maryland,7203,27,10753,7293,143,14,0,1508,1,0,4,1508,49,68,2,1508,69,21,8,1508,0,0,1508,0,8,1,1508,0,0,2,25666
1509,2021-04,Massachusetts,9288,0,8008,3811,1417,327,1,1509,1,1,0,1509,7,14,0,1509,0,0,0,1509,0,0,1509,37,42,8,1509,1,1,0,22964
1510,2021-04,Michigan,24972,7979,34820,20687,2997,1008,0,1510,7,4,1,1510,24,214,3,1510,118,14,1,1510,0,0,1510,54,13,4,1510,0,2,0,92922
1511,2021-04,Minnesota,27848,31202,19432,13989,1807,864,0,1511,3,4,1,1511,130,147,2,1511,77,25,3,1511,0,0,1511,23,16,2,1511,0,2,0,95577
1512,2021-04,Mississippi,3434,0,16031,7950,839,576,0,1512,9,5,2,1512,1267,802,1,1512,9,3,1,1512,0,0,1512,18,9,2,1512,0,2,0,30960
1513,2021-04,Missouri,6523,0,26961,18774,2755,1380,0,1513,7,8,1,1513,979,576,17,1513,396,29,1,1513,0,0,1513,65,43,12,1513,2,0,1,58530
1514,2021-04,Montana,1975,0,5848,5544,448,372,9,1514,7,8,0,1514,315,415,1,1514,28,12,0,1514,0,0,1514,6,6,2,1514,0,0,0,14996
1515,2021-04,Nebraska,6340,95,248,1993,44,7,0,1515,0,2,0,1515,3,31,0,1515,27,4,0,1515,0,0,1515,0,4,0,1515,0,0,0,8798
1516,2021-04,Nevada,4746,0,8677,3658,619,493,0,1516,0,0,1,1516,210,67,0,1516,0,0,0,1516,0,0,1516,381,140,21,1516,0,0,0,19013
1517,2021-04,New Hampshire,1657,0,8099,4548,139,1,24,1517,0,26,0,1517,0,9,0,1517,118,16,4,1517,0,0,1517,0,2,0,1517,0,0,0,14643
1518,2021-04,New Jersey,0,0,15954,7827,1058,0,0,1518,0,0,0,1518,0,0,0,1518,0,0,0,1518,0,0,1518,139,96,7,1518,1,1,3,25086
1519,2021-04,New Mexico,1073,0,9826,6315,852,602,0,1519,3,3,0,1519,262,326,1,1519,46,0,0,1519,0,0,1519,99,55,4,1519,1,3,0,19471
1520,2021-04,New York,4452,2330,12170,18513,3304,343,0,1520,0,3,4,1520,45,41,13,1520,66,97,0,1520,4,6,1520,347,426,45,1520,6,9,2,42226
1521,2021-04,North Carolina,50010,43,1936,17807,1642,255,0,1521,12,15,0,1521,1400,1128,11,1521,636,108,18,1521,4,3,1521,3,9,3,1521,0,0,0,75043
1522,2021-04,North Dakota,570,1,2998,3434,240,148,0,1522,2,2,2,1522,61,93,0,1522,10,2,1,1522,0,0,1522,3,4,0,1522,0,0,0,7571
1523,2021-04,Ohio,24166,121,34710,18884,1928,1496,0,1523,16,5,2,1523,1044,490,12,1523,151,58,31,1523,0,0,1523,29,18,3,1523,1,0,0,83165
1524,2021-04,Oklahoma,3648,1,17709,10919,2298,1034,0,1524,19,9,3,1524,1394,876,5,1524,356,3,0,1524,0,0,1524,49,50,16,1524,3,1,0,38393
1525,2021-04,Oregon,8135,1127,20560,11400,0,11,8,1525,0,0,0,1525,0,0,0,1525,164,38,0,1525,0,0,1525,0,0,0,1525,0,0,0,41443
1526,2021-04,Pennsylvania,43186,0,62389,25486,39,0,596,1526,0,0,0,1526,0,0,0,1526,688,127,1,1526,0,0,1526,0,0,0,1526,0,0,0,132512
1527,2021-04,Puerto Rico,0,0,5206,354,80,53,0,1527,0,0,0,1527,33,4,4,1527,0,0,0,1527,0,0,1527,907,82,2,1527,4,3,0,6732
1528,2021-04,Rhode Island,0,0,1722,1040,150,462,0,1528,0,0,0,1528,3,4,1,1528,145,45,44,1528,0,0,1528,10,5,0,1528,2,0,0,3633
1529,2021-04,South Carolina,15041,323,17866,7696,1061,557,2,1529,10,6,2,1529,714,395,6,1529,152,14,1,1529,0,0,1529,17,13,3,1529,0,0,0,43879
1530,2021-04,South Dakota,1147,10,3826,3701,335,225,0,1530,1,1,0,1530,107,113,3,1530,0,0,0,1530,0,0,1530,15,31,1,1530,0,0,0,9516
1531,2021-04,Tennessee,11845,4045,39652,19833,2036,0,0,1531,0,0,0,1531,1,0,0,1531,104,9,0,1531,0,0,1531,0,0,0,1531,0,0,0,77525
1532,2021-04,Texas,51375,0,79802,39265,5959,3387,3,1532,60,28,8,1532,5178,2459,72,1532,78,7,8,1532,0,0,1532,88,57,5,1532,1,2,1,187843
1533,2021-04,Utah,18756,86048,7585,5343,623,0,0,1533,11,2,3,1533,182,164,1,1533,197,60,39,1533,0,0,1533,0,0,0,1533,0,0,0,119014
1534,2021-04,Vermont,1,0,2313,2279,243,154,3,1534,0,0,2,1534,11,9,2,1534,0,0,0,1534,0,0,1534,3,10,1,1534,0,0,0,5031
1535,2021-04,Virgin Islands,123,0,44,3,0,1,0,1535,0,0,0,1535,0,0,0,1535,0,0,0,1535,0,0,1535,0,0,0,1535,0,0,0,171
1536,2021-04,Virginia,1405,1072,34633,17980,4395,0,0,1536,0,0,0,1536,0,0,0,1536,333,75,0,1536,0,0,1536,0,0,0,1536,0,0,0,59893
1537,2021-04,Washington,17277,494,28469,14987,4445,75,20,1537,6,68,4,1537,323,502,27,1537,595,94,8,1537,0,0,1537,593,462,222,1537,0,3,2,68676
1538,2021-04,West Virginia,3394,214,7787,6748,466,475,0,1538,6,7,1,1538,647,749,0,1538,3,0,1,1538,0,0,1538,11,11,1,1538,1,0,0,20522
1539,2021-04,Wisconsin,26024,839,27652,15672,1661,64,0,1539,0,0,9,1539,97,148,21,1539,154,49,2,1539,0,0,1539,0,15,0,1539,0,0,0,72407
1540,2021-04,Wyoming,511,34,3443,3105,296,180,0,1540,0,0,0,1540,119,138,2,1540,16,5,0,1540,0,0,1540,5,6,1,1540,0,0,0,7861
1541,2021-03,Alabama,42992,690,34675,20702,2048,1599,0,1541,47,24,3,1541,3223,1323,21,1541,53,0,0,1541,0,0,1541,35,27,9,1541,1,1,1,107474
1542,2021-03,Alaska,322,1,4375,4186,590,316,0,1542,0,1,1,1542,186,123,1,1542,33,20,0,1542,0,0,1542,8,3,3,1542,0,1,0,10170
1543,2021-03,Arizona,10118,699,32738,15268,2497,1746,0,1543,20,7,3,1543,1790,654,11,1543,179,23,4,1543,0,0,1543,27,17,4,1543,0,0,0,65805
1544,2021-03,Arkansas,3712,1173,15039,9815,723,744,12,1544,29,17,1,1544,1417,1411,3,1544,0,0,0,1544,0,0,1544,16,21,1,1544,0,0,0,34134
1545,2021-03,California,17904,12669,50271,35334,7327,0,0,1545,3,0,0,1545,563,388,16,1545,2159,1303,121,1545,0,0,1545,10623,4159,829,1545,44,28,1,143742
1546,2021-03,Colorado,13329,10,31050,19529,2771,2669,0,1546,0,0,0,1546,0,0,0,1546,334,62,3,1546,0,0,1546,0,0,0,1546,0,0,0,69757
1547,2021-03,Connecticut,13856,542,8811,2590,2221,0,1,1547,0,0,0,1547,0,0,0,1547,0,0,0,1547,0,0,1547,0,0,0,1547,0,0,0,28021
1548,2021-03,Delaware,565,0,3994,2056,226,164,0,1548,0,0,0,1548,20,5,0,1548,106,0,0,1548,0,0,1548,105,33,6,1548,0,0,0,7280
1549,2021-03,District of Columbia,576,0,409,5,0,0,0,1549,0,0,0,1549,0,0,0,1549,0,0,45,1549,0,0,1549,0,0,0,1549,0,0,0,1035
