id,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_id,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_id,redemption_handgun,redemption_long_gun,redemption_other,returned_id,returned_handgun,returned_long_gun,returned_other,rentals_id,rentals_handgun,rentals_long_gun,private_sale_id,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_id,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
1,2023-07,Alabama,10197,96,15324,9081,1285,877,0,1,21,3,2,1,2078,788,23,1,75,0,0,1,0,0,1,32,21,7,1,0,0,0,39910
2,2023-07,Alaska,147,17,2644,2149,280,205,0,2,1,0,0,2,120,68,1,2,19,9,0,2,0,0,2,2,0,0,2,0,0,0,5662
3,2023-07,Arizona,9910,2843,14812,6957,1568,833,0,3,24,6,1,3,1064,369,9,3,221,18,2,3,0,0,3,12,4,1,3,0,0,0,38654
4,2023-07,Arkansas,2912,327,5552,4050,433,400,3,4,4,5,1,4,995,685,3,4,0,0,0,4,0,0,4,5,7,1,4,0,0,0,15383
5,2023-07,California,30393,14309,30198,18567,3953,0,0,5,1,0,0,5,609,463,66,5,3203,1237,91,5,0,0,5,7393,3010,601,5,44,16,0,114154
6,2023-07,Colorado,8015,6,15430,9647,1422,1493,0,6,0,0,0,6,0,0,0,6,274,37,0,6,0,0,6,0,0,0,6,0,0,0,36324
7,2023-07,Connecticut,6320,522,4347,1494,379,0,3,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,378,128,13,7,0,0,0,13584
8,2023-07,Delaware,691,0,1740,772,83,65,0,8,0,0,0,8,21,3,0,8,61,0,0,8,0,0,8,42,16,1,8,0,2,0,3497
9,2023-07,District of Columbia,739,0,237,9,1,2,32,9,0,0,0,9,0,0,0,9,0,0,31,9,0,0,9,0,0,0,9,0,0,0,1051
10,2023-07,Florida,8746,0,59086,18577,4796,3047,0,10,18,3,0,10,3746,843,3,10,1496,105,2,10,0,0,10,262,127,63,10,46,51,0,101017
11,2023-07,Georgia,10499,0,14937,6725,957,697,0,11,13,4,0,11,1963,638,13,11,70,3,0,11,0,0,11,8,0,1,11,0,0,1,36529
12,2023-07,Guam,0,0,175,89,13,6,0,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,12,0,0,0,283
13,2023-07,Hawaii,1337,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,1,1,0,13,0,0,13,0,0,0,13,0,0,0,1339
14,2023-07,Idaho,8265,142,4265,3941,537,262,0,14,0,1,0,14,298,244,1,14,71,12,7,14,0,0,14,6,8,0,14,0,0,0,18060
15,2023-07,Illinois,199545,0,19386,8274,767,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,15,0,0,0,227972
16,2023-07,Indiana,376,22454,16217,9321,1450,807,0,16,3,1,0,16,768,285,14,16,59,1,0,16,0,0,16,24,13,7,16,3,1,0,51804
17,2023-07,Iowa,2740,3836,2015,1978,159,74,1,17,0,0,0,17,27,23,0,17,67,10,0,17,0,0,17,6,3,0,17,1,0,0,10940
18,2023-07,Kansas,1818,2,5207,4166,603,350,0,18,1,1,0,18,454,163,8,18,101,11,1,18,0,0,18,8,3,2,18,0,0,0,12899
19,2023-07,Kentucky,617,308776,8219,5806,577,490,8,19,9,0,0,19,1340,673,5,19,41,5,0,19,0,0,19,5,12,2,19,0,1,0,326586
20,2023-07,Louisiana,1761,487,8535,5199,763,475,1,20,4,1,1,20,782,353,14,20,0,0,0,20,0,0,20,10,5,0,20,0,1,0,18392
21,2023-07,Maine,310,13,3053,2934,269,229,0,21,0,0,0,21,70,41,0,21,25,12,0,21,0,0,21,9,5,0,21,0,0,0,6970
22,2023-07,Mariana Islands,0,0,21,12,0,0,0,22,0,0,0,22,0,0,0,22,0,0,0,22,0,0,22,0,0,0,22,0,0,0,33
23,2023-07,Maryland,7349,43,7961,4451,101,10,0,23,0,2,0,23,115,75,0,23,89,60,3,23,0,0,23,12,18,1,23,0,0,0,20290
24,2023-07,Massachusetts,9140,0,3957,2284,1367,235,1,24,0,0,0,24,12,14,0,24,1,0,0,24,0,0,24,13,22,5,24,0,1,1,17053
25,2023-07,Michigan,14926,5683,16571,11322,1652,807,3,25,0,2,1,25,21,191,1,25,45,10,0,25,0,0,25,27,3,9,25,0,1,0,51275
26,2023-07,Minnesota,9727,34724,7819,7476,922,469,0,26,3,0,0,26,182,151,1,26,98,22,3,26,0,0,26,21,13,1,26,1,1,0,61634
27,2023-07,Mississippi,1775,0,6673,4000,407,351,0,27,6,5,0,27,1363,599,3,27,16,1,0,27,0,0,27,6,0,1,27,0,0,0,15206
28,2023-07,Missouri,800,155,15409,10686,1687,1014,0,28,1,4,0,28,1127,548,16,28,337,36,2,28,0,0,28,32,21,10,28,1,0,0,31886
29,2023-07,Montana,807,0,3803,3546,320,344,10,29,1,1,0,29,395,373,0,29,44,10,0,29,0,0,29,2,2,1,29,0,0,0,9659
30,2023-07,Nebraska,3435,98,115,1151,13,6,0,30,0,0,0,30,4,16,0,30,29,14,0,30,0,0,30,0,0,0,30,0,0,0,4881
31,2023-07,Nevada,3545,0,4118,1815,341,246,0,31,0,1,1,31,199,59,1,31,0,0,0,31,0,0,31,375,151,20,31,0,0,0,10872
32,2023-07,New Hampshire,1130,2,4771,2525,514,0,63,32,1,1,1,32,0,3,0,32,91,6,5,32,0,0,32,0,0,0,32,0,0,0,9113
33,2023-07,New Jersey,0,0,6752,3117,903,0,0,33,0,0,0,33,0,0,0,33,1,0,0,33,0,0,33,99,50,6,33,4,1,0,10933
34,2023-07,New Mexico,746,0,5751,3425,554,326,0,34,6,5,0,34,356,269,4,34,51,0,0,34,0,0,34,95,29,4,34,0,1,0,11622
35,2023-07,New York,5522,2217,8486,8163,733,208,0,35,0,0,1,35,24,24,2,35,39,68,2,35,1,0,35,257,194,21,35,9,4,0,25975
36,2023-07,North Carolina,13623,221,21984,8739,1316,772,0,36,11,3,0,36,1946,818,13,36,754,119,0,36,3,0,36,38,8,0,36,1,2,0,50371
37,2023-07,North Dakota,388,12,1454,1971,131,106,0,37,1,0,0,37,66,60,0,37,4,1,0,37,0,0,37,4,6,2,37,0,0,0,4206
38,2023-07,Ohio,8477,845,18760,11771,1472,949,0,38,1,0,1,38,1207,398,7,38,292,68,14,38,0,0,38,7,8,2,38,0,0,0,44279
39,2023-07,Oklahoma,3077,1,9653,6393,1099,789,2,39,4,3,2,39,1551,799,8,39,87,3,0,39,0,0,39,27,16,7,39,0,0,0,23521
40,2023-07,Oregon,5054,276,11041,7676,1462,17,2,40,0,0,0,40,1,1,0,40,177,44,2,40,0,0,40,344,266,22,40,0,0,0,26385
41,2023-07,Pennsylvania,26303,2,33320,15865,19,0,271,41,0,0,0,41,0,0,0,41,684,88,3,41,0,0,41,0,0,0,41,0,0,0,76555
42,2023-07,Puerto Rico,0,0,3583,314,50,34,0,42,1,0,0,42,49,7,0,42,0,0,0,42,0,0,42,974,92,9,42,2,0,0,5115
43,2023-07,Rhode Island,0,0,869,516,86,97,0,43,0,0,0,43,1,0,0,43,18,19,4,43,0,0,43,10,2,0,43,1,1,0,1624
44,2023-07,South Carolina,9198,332,8471,4497,1036,471,2,44,4,1,0,44,702,239,6,44,183,8,28,44,0,0,44,2,6,0,44,0,0,0,25186
45,2023-07,South Dakota,821,3,1424,1925,123,106,0,45,0,0,0,45,97,91,0,45,2,1,3,45,0,0,45,6,16,1,45,0,1,0,4620
46,2023-07,Tennessee,12047,61,23702,12849,1494,0,0,46,0,0,0,46,0,0,0,46,75,6,1,46,0,0,46,0,0,0,46,0,0,0,50235
47,2023-07,Texas,22511,0,47650,23317,3888,2431,15,47,17,14,2,47,6754,2317,72,47,207,4,0,47,0,0,47,45,21,7,47,2,0,0,109274
48,2023-07,Utah,11849,59586,3925,3474,586,0,0,48,3,0,0,48,241,179,1,48,212,45,27,48,0,0,48,0,0,0,48,0,0,0,80128
49,2023-07,Vermont,0,0,1041,1078,90,102,2,49,0,1,0,49,4,7,0,49,0,0,0,49,0,0,49,1,3,1,49,0,0,0,2330
50,2023-07,Virgin Islands,389,28,25,8,1,0,0,50,0,0,0,50,0,0,0,50,0,0,0,50,0,0,50,6,0,0,50,0,0,0,457
51,2023-07,Virginia,310,96,20735,11824,3133,0,0,51,0,0,0,51,0,0,0,51,425,66,0,51,0,0,51,0,0,0,51,0,0,0,36589
52,2023-07,Washington,11898,304,12617,6268,905,43,30,52,1,5,2,52,321,371,13,52,512,80,14,52,0,0,52,236,161,76,52,0,0,0,33857
53,2023-07,West Virginia,2170,128,4011,3927,286,278,9,53,1,3,0,53,677,469,1,53,29,5,0,53,0,0,53,7,2,1,53,0,0,0,12004
54,2023-07,Wisconsin,11508,751,12231,9075,860,49,0,54,0,0,3,54,152,117,6,54,125,44,2,54,0,0,54,0,1,0,54,0,0,0,34924
55,2023-07,Wyoming,471,15,1867,1655,148,108,6,55,1,0,0,55,128,94,1,55,39,9,0,55,0,0,55,3,3,0,55,0,0,0,4548
56,2023-06,Alabama,10198,95,16880,10167,1216,997,0,56,15,6,2,56,2384,861,15,56,43,0,0,56,0,0,56,43,25,15,56,0,2,0,42964
57,2023-06,Alaska,238,81,2961,2270,275,204,0,57,0,1,0,57,160,82,2,57,28,11,0,57,0,0,57,0,1,0,57,0,0,0,6314
58,2023-06,Arizona,10944,2109,16544,7951,1675,939,0,58,8,3,0,58,1118,377,3,58,259,13,2,58,0,0,58,6,6,1,58,0,0,0,41958
59,2023-06,Arkansas,4128,415,6035,4039,466,390,0,59,9,9,1,59,1106,690,2,59,0,0,0,59,0,0,59,5,8,1,59,1,0,0,17305
60,2023-06,California,28968,15713,33746,21016,4539,0,0,60,0,0,0,60,720,347,23,60,1907,1220,87,60,0,0,60,7763,3012,512,60,24,13,0,119610
61,2023-06,Colorado,8170,14,16583,10450,1482,1553,0,61,0,0,0,61,0,0,0,61,304,31,1,61,0,0,61,0,0,0,61,0,0,0,38588
62,2023-06,Connecticut,8461,588,5038,1912,2753,0,0,62,0,0,0,62,0,0,0,62,0,0,0,62,0,0,62,468,145,84,62,0,0,0,19449
63,2023-06,Delaware,1151,0,2004,792,91,85,0,63,0,0,0,63,24,7,0,63,159,0,0,63,0,0,63,48,17,1,63,0,0,0,4379
64,2023-06,District of Columbia,1003,0,271,6,0,4,9,64,0,0,0,64,0,0,0,64,1,0,23,64,0,0,64,0,0,0,64,0,0,0,1317
65,2023-06,Florida,11470,0,58766,20981,4863,3213,0,65,6,2,0,65,3812,802,7,65,1511,122,3,65,0,0,65,246,140,57,65,63,36,0,106100
66,2023-06,Georgia,10906,0,16292,7548,932,790,0,66,26,7,1,66,2225,707,20,66,74,0,0,66,0,0,66,13,10,0,66,0,0,0,39551
67,2023-06,Guam,0,0,155,84,5,6,0,67,0,0,0,67,0,0,0,67,0,0,0,67,0,0,67,0,0,0,67,0,0,0,250
68,2023-06,Hawaii,1793,0,0,0,0,0,0,68,0,0,0,68,0,0,0,68,3,1,0,68,0,0,68,0,0,0,68,0,0,0,1797
69,2023-06,Idaho,8552,94,5006,4368,520,306,0,69,3,1,0,69,290,245,2,69,94,7,8,69,0,0,69,5,6,0,69,0,1,0,19508
70,2023-06,Illinois,243305,4,19399,7913,761,0,0,70,0,0,0,70,0,0,0,70,0,0,0,70,0,0,70,0,0,0,70,0,0,0,271382
71,2023-06,Indiana,374,24117,17712,9939,1512,904,1,71,8,0,0,71,900,311,39,71,63,4,0,71,0,0,71,36,19,7,71,2,1,0,55949
72,2023-06,Iowa,3162,3224,2051,1987,138,52,2,72,1,0,0,72,32,19,1,72,58,6,2,72,0,0,72,0,1,0,72,0,0,0,10736
73,2023-06,Kansas,1995,34,5275,3913,576,395,0,73,1,3,0,73,439,185,2,73,103,11,0,73,0,0,73,2,8,4,73,0,0,0,12946
74,2023-06,Kentucky,743,316217,9015,6134,502,547,9,74,12,4,0,74,1558,827,4,74,38,13,1,74,0,0,74,12,17,3,74,0,0,0,335656
75,2023-06,Louisiana,1928,475,9389,5236,729,515,1,75,5,1,0,75,899,419,9,75,0,0,0,75,0,0,75,9,7,2,75,0,0,0,19624
76,2023-06,Maine,403,4,3253,3112,261,220,1,76,0,0,0,76,73,83,0,76,29,12,0,76,0,0,76,8,3,0,76,0,0,0,7462
77,2023-06,Mariana Islands,0,0,19,10,0,1,0,77,0,0,0,77,0,0,0,77,0,0,0,77,0,0,77,0,0,0,77,0,0,0,30
78,2023-06,Maryland,7787,25,8844,4725,110,3,0,78,0,1,2,78,122,77,2,78,119,26,11,78,0,0,78,0,12,3,78,0,0,0,21869
79,2023-06,Massachusetts,7878,0,4408,2335,1170,192,2,79,1,0,1,79,11,6,1,79,0,0,0,79,0,0,79,34,20,7,79,1,1,0,16068
80,2023-06,Michigan,16807,6478,17696,12108,1626,748,0,80,0,3,1,80,27,193,7,80,62,13,2,80,0,0,80,26,13,2,80,1,1,0,55814
81,2023-06,Minnesota,10966,31604,8093,7179,868,490,0,81,1,1,0,81,191,164,1,81,107,25,2,81,0,0,81,7,20,2,81,1,0,0,59722
82,2023-06,Mississippi,2306,0,7655,4253,421,358,1,82,13,5,0,82,1632,686,2,82,16,0,0,82,0,0,82,6,2,0,82,0,1,0,17357
83,2023-06,Missouri,706,123,16411,11306,1587,1091,0,83,8,2,3,83,1410,618,23,83,450,47,2,83,0,0,83,30,21,8,83,0,1,0,33847
84,2023-06,Montana,863,3,3876,3735,301,379,13,84,2,0,0,84,414,354,0,84,53,20,1,84,0,0,84,3,2,1,84,1,0,0,10021
85,2023-06,Nebraska,3697,101,131,1241,19,11,0,85,0,0,0,85,0,21,0,85,35,5,1,85,0,0,85,0,2,0,85,0,0,0,5264
86,2023-06,Nevada,2073,0,4703,2261,357,289,0,86,1,1,0,86,245,46,1,86,0,0,0,86,0,0,86,308,137,15,86,0,1,0,10438
87,2023-06,New Hampshire,1083,1,5031,2680,453,0,118,87,0,0,0,87,0,8,0,87,118,10,14,87,0,0,87,0,0,0,87,0,0,0,9516
88,2023-06,New Jersey,0,0,7530,3387,863,0,0,88,0,0,0,88,0,0,0,88,1,1,0,88,0,0,88,136,50,5,88,1,4,0,11978
89,2023-06,New Mexico,988,0,6405,3704,581,419,0,89,11,2,1,89,508,324,4,89,91,0,0,89,0,0,89,106,45,7,89,0,0,0,13196
90,2023-06,New York,5227,2478,9824,9391,905,233,0,90,1,2,0,90,31,35,1,90,33,73,2,90,0,2,90,259,184,21,90,9,5,0,28716
91,2023-06,North Carolina,16139,223,25982,9799,1266,932,0,91,11,5,1,91,2340,1034,16,91,957,152,7,91,1,0,91,46,6,0,91,0,0,0,58917
92,2023-06,North Dakota,534,9,1489,2046,118,99,0,92,0,1,1,92,72,63,0,92,6,1,0,92,0,0,92,0,1,0,92,0,0,0,4440
93,2023-06,Ohio,9214,1624,18799,11658,1258,1011,0,93,5,2,1,93,1350,437,15,93,240,71,94,93,0,0,93,13,7,2,93,0,1,0,45802
94,2023-06,Oklahoma,3737,3,10384,6425,1152,850,0,94,12,4,0,94,1804,896,15,94,161,4,1,94,0,0,94,19,21,14,94,1,0,0,25503
95,2023-06,Oregon,5455,324,13917,10485,1841,23,8,95,0,0,0,95,3,1,0,95,171,36,0,95,0,0,95,301,233,23,95,0,0,0,32821
96,2023-06,Pennsylvania,28640,1,36449,18162,12,0,324,96,0,0,0,96,0,0,0,96,732,80,3,96,0,0,96,0,0,0,96,0,0,0,84403
97,2023-06,Puerto Rico,0,0,4567,384,67,67,0,97,1,0,0,97,37,8,0,97,0,0,0,97,0,0,97,929,86,8,97,2,0,0,6156
98,2023-06,Rhode Island,0,0,1008,566,90,104,0,98,0,1,0,98,4,0,0,98,21,6,5,98,0,0,98,8,9,0,98,0,1,0,1823
99,2023-06,South Carolina,10458,384,9746,5128,953,532,0,99,3,3,0,99,852,248,3,99,259,15,31,99,0,0,99,8,6,3,99,0,0,0,28632
100,2023-06,South Dakota,821,1,1563,1988,139,112,0,100,0,0,0,100,98,79,0,100,6,3,2,100,0,0,100,5,3,0,100,1,0,0,4821
101,2023-06,Tennessee,12014,100,24651,13369,1591,0,0,101,0,0,0,101,2,0,0,101,113,5,0,101,0,0,101,0,0,0,101,0,0,0,51845
102,2023-06,Texas,28900,0,51381,24918,3800,2653,3,102,29,5,3,102,6995,2389,65,102,284,13,0,102,0,0,102,43,24,0,102,1,1,0,121507
103,2023-06,Utah,15031,56893,5814,5054,797,0,0,103,7,10,2,103,320,267,1,103,202,42,42,103,0,0,103,0,0,0,103,0,0,0,84482
104,2023-06,Vermont,0,0,1498,1405,96,92,0,104,2,1,1,104,7,13,5,104,5,0,0,104,0,0,104,2,2,0,104,0,0,0,3129
105,2023-06,Virgin Islands,49,26,43,2,0,2,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,105,6,0,0,105,0,0,0,128
106,2023-06,Virginia,260,109,21984,12563,3363,0,0,106,0,0,0,106,0,0,0,106,483,78,2,106,0,0,106,0,0,0,106,0,0,0,38842
107,2023-06,Washington,12822,245,14134,7229,924,34,12,107,0,4,2,107,332,393,14,107,657,107,13,107,0,0,107,271,192,75,107,0,1,0,37461
108,2023-06,West Virginia,2272,147,4369,4232,262,310,8,108,1,0,0,108,766,551,2,108,24,4,1,108,0,0,108,5,1,0,108,0,0,0,12955
109,2023-06,Wisconsin,11491,750,13776,9343,907,57,0,109,0,0,4,109,162,132,11,109,149,37,2,109,0,0,109,0,1,0,109,0,0,0,36822
110,2023-06,Wyoming,537,8,2039,1842,149,114,9,110,1,1,0,110,124,124,1,110,47,7,0,110,0,0,110,5,9,0,110,0,0,0,5017
111,2023-05,Alabama,10733,92,17565,9949,1179,964,0,111,6,5,0,111,2051,817,9,111,54,1,0,111,0,0,111,30,21,12,111,1,2,0,43491
112,2023-05,Alaska,185,10,3115,2346,294,229,0,112,0,0,0,112,137,72,1,112,19,11,0,112,0,0,112,1,0,0,112,0,0,0,6420
113,2023-05,Arizona,11852,1283,16609,8057,1550,1023,0,113,9,1,0,113,1097,363,6,113,211,22,0,113,0,0,113,6,2,0,113,1,0,0,42092
114,2023-05,Arkansas,2697,79,6456,4327,405,394,8,114,5,5,2,114,942,690,1,114,0,0,0,114,0,0,114,5,7,1,114,0,0,0,16024
115,2023-05,California,25144,18395,34421,21695,4841,1,0,115,0,2,0,115,613,327,35,115,1864,899,117,115,0,0,115,7763,3190,565,115,19,7,0,119898
116,2023-05,Colorado,9246,11,18190,11014,1574,1682,0,116,0,0,0,116,0,0,0,116,303,30,0,116,0,0,116,0,0,0,116,0,0,0,42050
117,2023-05,Connecticut,7292,629,4991,1776,1779,0,1,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,117,436,155,134,117,0,0,0,17193
118,2023-05,Delaware,984,0,2470,778,87,91,0,118,0,0,0,118,26,3,0,118,87,0,1,118,0,0,118,70,11,1,118,1,0,0,4610
119,2023-05,District of Columbia,895,1,355,5,0,2,8,119,0,0,0,119,0,0,0,119,0,0,11,119,0,0,119,0,0,0,119,0,0,0,1277
120,2023-05,Florida,12457,0,61383,21861,4709,3189,0,120,6,6,0,120,3421,832,10,120,1471,119,0,120,0,0,120,285,158,51,120,44,36,0,110038
121,2023-05,Georgia,13018,0,17312,7429,857,753,1,121,21,5,0,121,2090,705,17,121,81,0,0,121,0,0,121,13,2,1,121,0,0,0,42305
122,2023-05,Guam,0,0,113,64,13,7,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,122,0,0,0,122,0,0,0,197
123,2023-05,Hawaii,2282,0,0,0,0,0,0,123,0,0,0,123,0,0,0,123,2,3,0,123,0,0,123,0,0,0,123,0,0,0,2287
124,2023-05,Idaho,7179,136,5047,4681,590,322,0,124,0,4,0,124,284,257,3,124,88,21,0,124,0,0,124,7,10,2,124,0,1,0,18632
125,2023-05,Illinois,341541,0,23805,11014,1103,0,0,125,0,0,0,125,0,0,0,125,0,0,0,125,0,0,125,0,0,0,125,0,0,0,377463
126,2023-05,Indiana,398,26309,18327,10110,1464,916,0,126,2,2,0,126,734,264,26,126,61,6,0,126,0,0,126,22,15,3,126,2,1,0,58662
127,2023-05,Iowa,3861,3063,2236,1939,136,74,2,127,0,0,0,127,22,25,1,127,60,10,1,127,0,0,127,2,0,0,127,0,0,0,11432
128,2023-05,Kansas,2034,4,5434,3993,535,349,0,128,4,0,0,128,421,178,2,128,109,28,1,128,0,0,128,3,3,3,128,0,0,0,13101
129,2023-05,Kentucky,790,317915,9498,6426,502,580,7,129,10,3,0,129,1464,739,3,129,42,5,0,129,0,0,129,11,11,2,129,0,1,0,338009
130,2023-05,Louisiana,2291,493,10189,5502,681,587,0,130,7,2,0,130,794,416,11,130,0,0,0,130,0,0,130,11,7,2,130,2,0,0,20995
131,2023-05,Maine,482,10,3398,3030,273,241,2,131,1,0,0,131,71,50,0,131,34,13,1,131,0,0,131,8,5,2,131,1,0,0,7622
132,2023-05,Mariana Islands,0,0,17,6,0,3,0,132,0,0,0,132,0,0,0,132,0,0,0,132,0,0,132,0,0,0,132,0,0,0,26
133,2023-05,Maryland,8767,50,11070,5267,109,5,0,133,4,0,0,133,89,67,1,133,107,26,4,133,0,0,133,0,8,8,133,0,0,1,25583
134,2023-05,Massachusetts,8918,1,4567,2330,1095,230,6,134,0,0,1,134,8,13,2,134,2,0,0,134,0,0,134,23,19,7,134,0,0,0,17222
135,2023-05,Michigan,18254,6410,18504,12622,1673,808,0,135,0,1,0,135,15,198,2,135,79,23,1,135,0,0,135,27,16,2,135,1,0,0,58636
136,2023-05,Minnesota,15261,34442,9207,8339,913,577,0,136,2,2,0,136,159,182,2,136,108,17,0,136,0,0,136,7,19,1,136,0,0,0,69238
137,2023-05,Mississippi,2849,0,7790,4296,375,385,0,137,7,2,0,137,1438,576,8,137,19,0,0,137,0,0,137,9,0,0,137,1,0,0,17755
138,2023-05,Missouri,797,123,17012,11619,1610,1116,0,138,5,1,1,138,1181,542,19,138,434,39,2,138,0,0,138,28,17,3,138,2,2,0,34553
139,2023-05,Montana,973,1,4235,4011,314,387,5,139,2,2,0,139,418,351,1,139,61,17,2,139,0,0,139,3,4,0,139,0,1,0,10788
140,2023-05,Nebraska,4949,139,158,1205,19,7,0,140,0,0,0,140,3,27,0,140,30,7,0,140,0,0,140,0,1,0,140,0,0,0,6545
141,2023-05,Nevada,3576,0,4890,2324,352,340,0,141,1,0,0,141,201,67,0,141,0,0,0,141,0,0,141,401,145,15,141,2,0,0,12314
142,2023-05,New Hampshire,1122,4,5556,2861,388,0,50,142,1,1,0,142,0,2,0,142,123,8,5,142,0,0,142,0,0,0,142,0,0,0,10121
143,2023-05,New Jersey,0,0,8319,3667,1021,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,143,99,77,5,143,3,0,4,13195
144,2023-05,New Mexico,1357,0,6492,3980,574,374,0,144,14,5,0,144,416,274,1,144,22,2,0,144,0,0,144,73,33,2,144,0,1,0,13620
145,2023-05,New York,5867,2688,10007,9564,1007,265,0,145,0,0,1,145,36,48,3,145,46,89,1,145,1,0,145,312,253,27,145,8,9,2,30234
146,2023-05,North Carolina,18244,467,30437,10045,1315,921,2,146,10,4,1,146,1787,900,7,146,904,123,4,146,3,0,146,41,11,0,146,0,1,0,65227
147,2023-05,North Dakota,784,24,1602,2142,125,92,0,147,0,1,0,147,65,57,1,147,9,2,0,147,0,0,147,119,17,1,147,0,0,0,5041
148,2023-05,Ohio,9365,1093,20161,11643,1319,1097,0,148,10,0,0,148,1122,374,12,148,276,110,93,148,0,0,148,10,5,0,148,1,2,0,46693
149,2023-05,Oklahoma,3347,2,11097,7021,1109,844,0,149,22,6,1,149,1613,864,3,149,120,7,0,149,0,0,149,21,28,5,149,2,1,0,26113
150,2023-05,Oregon,5986,369,19095,15002,2558,15,5,150,0,0,0,150,2,0,0,150,200,43,0,150,0,0,150,378,329,51,150,0,0,0,44033
151,2023-05,Pennsylvania,31735,0,37238,17503,23,0,337,151,0,0,0,151,0,0,0,151,868,94,1,151,0,0,151,0,0,0,151,0,0,0,87799
152,2023-05,Puerto Rico,0,0,4803,373,44,49,0,152,0,1,0,152,47,5,0,152,0,0,0,152,0,0,152,994,80,15,152,3,0,0,6414
153,2023-05,Rhode Island,0,0,976,610,117,132,0,153,0,1,0,153,0,2,0,153,23,8,1,153,0,0,153,11,1,0,153,1,0,0,1883
154,2023-05,South Carolina,9849,635,10051,5112,856,470,2,154,11,0,0,154,714,228,2,154,264,22,13,154,0,0,154,4,4,0,154,0,0,0,28237
155,2023-05,South Dakota,887,13,1683,2009,143,113,0,155,0,0,0,155,100,89,1,155,0,2,2,155,0,0,155,3,6,1,155,0,0,0,5052
156,2023-05,Tennessee,13188,50,25911,13591,1592,0,0,156,0,0,0,156,3,0,0,156,97,12,0,156,0,0,156,0,0,0,156,0,0,0,54444
157,2023-05,Texas,23734,0,58444,27280,3780,3094,41,157,44,13,3,157,6589,2209,39,157,208,6,0,157,0,0,157,54,28,10,157,2,0,2,125580
158,2023-05,Utah,18502,58078,4930,4030,731,0,0,158,1,2,0,158,211,169,0,158,218,54,55,158,0,0,158,0,0,0,158,0,0,0,86981
159,2023-05,Vermont,0,0,1429,1407,85,93,0,159,4,1,1,159,9,12,0,159,7,0,0,159,0,0,159,4,4,1,159,0,0,0,3057
160,2023-05,Virgin Islands,74,33,37,2,1,2,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,160,3,0,0,160,0,0,0,152
161,2023-05,Virginia,289,212,22469,12389,3212,0,0,161,0,0,0,161,0,0,0,161,536,81,0,161,0,0,161,0,0,0,161,0,0,0,39188
162,2023-05,Washington,16877,259,16683,8441,1011,81,32,162,2,5,3,162,312,402,8,162,646,123,22,162,0,0,162,323,194,75,162,0,2,1,45502
163,2023-05,West Virginia,2500,134,4709,4671,243,341,7,163,3,1,0,163,671,429,1,163,16,1,6,163,0,0,163,8,6,0,163,0,0,0,13747
164,2023-05,Wisconsin,11254,830,15866,10353,877,47,0,164,0,0,3,164,146,135,10,164,139,29,6,164,0,0,164,0,0,0,164,0,0,0,39695
165,2023-05,Wyoming,546,9,2165,2024,165,149,19,165,0,0,0,165,131,119,2,165,32,5,0,165,0,0,165,8,9,1,165,0,0,0,5384
166,2023-04,Alabama,9948,113,18898,11836,1172,1032,0,166,5,6,0,166,1983,782,16,166,9,0,0,166,0,0,166,24,23,7,166,1,0,1,45856
167,2023-04,Alaska,217,9,3390,2743,327,234,0,167,3,1,0,167,119,76,3,167,36,12,0,167,0,0,167,1,0,0,167,1,0,0,7172
168,2023-04,Arizona,11311,1150,18141,9179,1603,1086,0,168,11,2,1,168,1079,381,4,168,192,17,0,168,0,0,168,4,4,2,168,0,0,0,44167
169,2023-04,Arkansas,3076,365,6947,5295,427,425,4,169,8,6,0,169,968,638,1,169,0,0,0,169,0,0,169,7,8,2,169,0,1,0,18178
170,2023-04,California,24760,14401,35813,23385,5158,1,0,170,0,0,0,170,480,325,31,170,1180,635,64,170,0,0,170,7622,3037,544,170,38,14,0,117488
171,2023-04,Colorado,9217,6,20159,13616,2038,2246,0,171,0,0,0,171,0,0,0,171,287,44,1,171,0,0,171,0,0,0,171,0,0,0,47614
172,2023-04,Connecticut,7428,588,5971,1919,1023,0,8,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,172,499,146,76,172,0,0,0,17658
173,2023-04,Delaware,1113,0,2270,899,99,86,0,173,0,1,0,173,18,8,0,173,67,0,0,173,0,0,173,76,11,2,173,0,0,0,4650
174,2023-04,District of Columbia,846,0,394,9,1,2,19,174,0,0,0,174,0,0,0,174,1,0,21,174,0,0,174,0,0,0,174,0,0,0,1293
